DISTRICT,COUNTY/MUNICIPALITY,Constituencies,sub county sn,SUBCOUNTY/ TOWN COUNCIL,parish sn,PARISH/TOWN BOARD/WARD,title,Type of Institution,objectid,date,subject,longitude,latitude,GPS Accuracy,GPS longitude from Handheld Device,GPS Latitude from Handheld Device,enrolTOTALt,tclassroom_pri,Func_perm,Non_Func_perm,Teachers,Non_certified staff,format
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,13,LUWAFU,LWAGULA MEMORIAL P.S,Primary only,3256,1994,Private,32.593238,0.269025,7,32.593238,0.269025,334,7,7,,16,8,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,ST. ALEX P.S,Primary only,130192,1994,Private,32.564728,0.275128,7,32.564728,0.275128,90,10,9,1,8,1,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,15,MAKINDYE II,NEW AFRICAN CHILD PRIMARY SCHOOL,Primary only,130113,1994,Private,32.571863,0.286109,34,32.571863,0.286109,234,7,7,,13,12,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,1,BUKASA,MURCHISON BAY PRIMARY,Primary only,999999,1994,Private,32.632492,0.29013,10,32.632492,0.29013,238,7,7,,11,9,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,GLORY JUNIOR  SCHOOL,Primary only,999999,1994,Private,32.566925,0.291444,15,32.566925,0.291444,166,8,8,,13,2,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,4,KABALAGALA,KABALAGALA PARENTS P.S,Primary only,999999,1994,Private,32.60128,0.293735,6,32.60128,0.293735,102,7,7,,14,6,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,14,MENGO,COVENANT JUNIOR SCHOOL,Primary only,130011,1994,Private,,,,32.56468,0.30677,217,10,10,,12,7,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,5,BUTABIKA,JOJANA P.S,Primary only,3299,1994,Private,32.652958,0.307217,11,32.652958,0.307217,520,9,9,,21,9,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,8,KIBULI,GREEN HILL ACADEMY PRIMARY SCHOOL,Primary only,3203,1994,Private,32.599356,0.311893,23,32.599356,0.311893,1877,35,35,,107,51,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,17,MULAGO II,APCD INTERGRATED ACADEMY,Primary only,130384,1994,Private,32.574432,0.344092,7,32.574432,0.344092,102,6,6,,7,5,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,HOPE PRIMARY,Primary only,999999,1994,Private,32.556057,0.344515,9,32.556057,0.344515,158,10,10,,12,4,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,11,MAKERERE I,SUNRISE P.S,Primary only,130028,1994,Private,32.56305,0.346062,6,32.56305,0.346062,167,8,7,1,11,9,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,18,MULAGO III,NSOOBA PARENTS DAY AND BOARDING P.S,Primary only,130504,1994,Private,32.580093,0.348615,5,32.580093,0.348615,283,10,10,,14,12,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,7,MUTUNDWE,MUTUNDWE MODEL SCHOOL,Primary only,999999,1995,Private,32.541877,0.281325,10,32.541877,0.281325,143,3,3,,9,2,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,GOOD DAY PRIMARY SCHOOL,Primary only,999999,1995,Private,32.58838,0.287937,10,32.58838,0.287937,191,10,10,,13,4,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,20,WABIGALO,EBENEZER PRIMARY SCHOOL,Primary only,130092,1995,Private,32.604803,0.309963,8,32.604803,0.309963,504,14,14,,30,20,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,4,KAGUGUBE,CHILDREN'S CORNER SCHOOL,Primary only,130004,1995,Private,32.569718,0.322885,16,32.569718,0.322885,171,9,9,,15,7,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,ST.ANDREW KAGWA PRIMARY SCHOOL,Primary only,130484,1995,Private,32.533074,0.328639,10,32.533074,0.328639,271,2,2,,18,4,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,MASANAFU PRIMARY SCHOOL  COU,Primary only,3357,1995,Private,32.536282,0.330233,10,32.536282,0.330233,321,11,10,,17,3,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,13,MBUYA I,KULEMBERA MUSLIM P/S,Primary only,3316,1995,Private,32.62247,0.332675,17,32.62247,0.332675,163,8,6,,12,3,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,ST. KIZITO P.S,Primary only,130157,1995,Private,32.54557,0.335225,8,32.54557,0.335225,62,3,3,,7,,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,11,KOLOLO II,LOHANA ACADEMY,Primary only,3098,1995,Private,32.589373,0.338577,16,32.589373,0.338577,1282,44,40,4,53,18,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,KAWAALA JUNIOR PRIMARY SCHOOL,Primary only,999999,1995,Private,32.555932,0.344165,15,32.555932,0.344165,139,8,8,,9,2,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,13,MAKERERE III,COMMUNITY P.S,Primary only,130868,1995,Private,32.568158,0.350137,6,32.568158,0.350137,176,7,7,,12,5,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,BLESSED CHILD PRIMARY SCHOOL,Primary only,999999,1995,Private,32.566958,0.354092,13,32.566958,0.354092,153,7,5,,9,2,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,8,NAJJANANKUMBI I,WINSTON ST. AC. NAJJA,Primary only,3397,1996,Private,32.56842,0.284062,14,32.56842,0.284062,395,8,8,,22,15,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,7,MUTUNDWE,BRIGHT TRUST PRI SCHOOL,Primary only,130273,1996,Private,32.531763,0.294928,10,32.531763,0.294928,374,1,1,,14,7,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,9,KISENYI III,KITI MUSLIM PRIMARY SCHOOL,Primary only,999999,1996,Private,32.575395,0.302988,8,32.575395,0.302988,237,7,7,,9,3,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,MORNING STAR PRIMARY SCH,Primary only,999999,1996,Private,32.556545,0.34258,13,32.556545,0.34258,183,7,7,,8,1,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,18,MULAGO III,LOWER NSOOBA P.S,Primary only,130039,1996,Private,,,,32.57721,0.34916,287,7,7,,15,9,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,10,KYEBANDO,KAMPALA MODEL P.S,Primary only,3174,1996,Private,,,,32.58464,0.35541,284,13,9,4,20,18,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,5,KAWEMPE I,TAKUBA P.S,Primary only,130047,1996,Private,32.566142,0.365247,13,32.566142,0.365247,281,7,7,,13,4,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,7,MUTUNDWE,MUSTAPHA P.S,Primary only,130186,1997,Private,32.549048,0.28009,29,32.549048,0.28009,136,8,8,,17,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,PEN STAR PRIMARY SCHOOL,Primary only,3279,1997,Private,32.58369,0.285782,8,32.58369,0.285782,126,7,,,9,4,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,SHIPEROY P.S,Primary only,130372,1997,Private,32.592685,0.289307,13,32.592685,0.289307,596,7,7,,17,7,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,17,NSAMBYA ESTATE,JUSSAM P.S,Primary only,130091,1997,Private,32.589358,0.29349,6,32.589358,0.29349,101,9,9,,11,3,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,12,LUZIRA PRISONS,UPPER PRISONS P.S,Primary only,130377,1997,Private,32.640943,0.299435,8,32.640943,0.299435,426,6,5,,63,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,20,WABIGALO,SILVER SPOON PRIMARY SCHOOL,Primary only,130573,1997,Private,32.600743,0.30879,11,32.600743,0.30879,701,24,24,,45,26,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,8,KIBULI,KIBULI PRIMARY SCHOOL,Primary only,3206,1997,Private,32.593285,0.311951,33,32.593285,0.311951,84,7,7,,11,2,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,RISE AND SHINE PRIMARY SCH,Primary only,130570,1997,Private,32.548758,0.322338,5,32.548758,0.322338,157,8,8,,9,2,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,1,BUKESA,ST. FRANCIS JUNIOR ACADEMY,Primary only,130576,1997,Private,32.56259,0.322432,8,32.56259,0.322432,118,10,10,,11,4,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,KISA P.S,Primary only,130081,1997,Private,32.554398,0.322512,13,32.554398,0.322512,129,11,6,1,13,5,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,12,MAKERERE II,MAKERERE WEST VALLEY P.S,Primary only,130030,1997,Private,32.561808,0.331275,48,32.561808,0.331275,126,9,7,2,11,3,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,17,NAGURU I,KITO PIONEER SCHOOLS,Primary only,999999,1997,Private,32.614188,0.340155,5,32.614188,0.340155,391,11,8,,12,3,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,1,BANDA,ROCK FOUNDATION SCHOOL - BANDA,Primary only,130341,1997,Private,32.636193,0.344457,23,32.636193,0.344457,290,9,7,2,13,6,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,8,KIKAAYA,NEW BRIGHT ANGELS P.S,Primary only,130059,1997,Private,32.595377,0.360756,20,32.595377,0.360756,208,10,7,,13,4,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,10,KYEBANDO,BRIGHT COMMUNITY PRIMARY SCHOOL,Primary only,999999,1997,Private,32.580978,0.360932,8,32.580978,0.360932,352,8,7,1,17,14,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,BRAIN TREE P.S,Primary only,130122,1997,Private,32.60049,0.400657,6,32.60049,0.400657,158,7,7,,11,14,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,8,NAJJANANKUMBI I,LITTLE STAR P/S,Primary only,130851,1998,Private,32.572483,0.278273,5,32.572483,0.278273,376,10,10,,15,14,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,2,KABOWA,KABALEGA PRIMARY SCHOOL,Primary only,130179,1998,Private,32.554318,0.285633,6,32.554318,0.285633,60,8,8,,12,3,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,NAJJA PARENTS P.S,Primary only,3400,1998,Private,32.563998,0.287153,7,32.563998,0.287153,117,5,4,,8,2,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,9,KIBUYE I,BAYYINAH BRIGHT ACADEMY,Primary only,130715,1998,Private,32.575133,0.292528,8,32.575133,0.292528,160,9,9,,11,2,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,LUBIRI NABAGEREKA,Primary only,3413,1998,Private,32.56549,0.298931,25,32.56549,0.298931,440,10,7,3,16,19,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,14,MENGO,NAMIREMBE MODEL SCHOOL,Primary only,999999,1998,Private,,,,32.56283,0.31155,166,7,7,,13,3,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,GENESIS P.S  - MUTUNGO,Primary only,3322,1998,Private,32.64093,0.320263,8,32.64093,0.320263,334,11,7,4,17,12,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,1,BUKESA,SIR APOLLO KAGGWA  PRIMARY- OLD KAMPALA,Primary only,3069,1998,Private,32.566015,0.3212,7,32.566015,0.3212,977,23,20,3,41,37,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,14,MBUYA II,MBUYA PARENTS' SCHOOL,Primary only,130236,1998,Private,32.635758,0.327452,5,32.635758,0.327452,1166,29,21,8,53,13,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,17,MULAGO II,MULAGO SCHOOL FOR THE DEAF,Primary only,130312,1998,Government aided,32.574273,0.345433,7,32.574273,0.345433,181,8,8,,13,5,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,17,MULAGO II,MULAGO BRIGHT STANDARD P.S,Primary only,130883,1998,Private,32.575933,0.345887,6,32.575933,0.345887,157,7,7,,10,4,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,3,BWAISE III,OUTSPAN P.S,Primary only,3137,1998,Private,32.558003,0.350363,11,32.558003,0.350363,299,10,10,,15,7,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,3,BUKOTO I,ST. CATHERINE P.S,Primary only,3289,1998,Private,32.599907,0.352385,8,32.599907,0.352385,182,7,7,,13,6,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,3,BUKOTO I,TRINITY P.S,Primary only,3286,1998,Private,32.59514,0.356863,14,32.59514,0.356863,312,18,18,,28,35,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,BRIGHT ANGELS PRIMARY SCHOOL,Primary only,130332,1999,Private,32.61528,0.245593,8,32.61528,0.245593,164,7,7,,10,2,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,3,GGABA,GGABA MODEL PRIMARY SCHOOL,Primary only,3187,1999,Private,32.634258,0.257977,7,32.634258,0.257977,305,9,7,,12,7,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,3,GGABA,MARANATH CHRISTIAN,Primary only,999999,1999,Private,32.635933,0.258432,10,32.635933,0.258432,196,8,7,,13,8,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,KAMPALA PUPILS' PRIMARY SCHOOL,Primary only,130328,1999,Private,32.601967,0.270933,7,32.601967,0.270933,175,7,7,,13,3,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,7,MUTUNDWE,FRIENDS P.S,Primary only,130520,1999,Private,32.549143,0.272103,12,32.549143,0.272103,227,10,10,,15,5,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,NAJJA BRIGHT P.S,Primary only,130191,1999,Private,32.56326,0.274422,8,32.56326,0.274422,142,9,9,,12,1,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,8,NAJJANANKUMBI I,MBAJJA PRIMARY SCHOOL,Primary only,999999,1999,Private,32.571908,0.284587,16,32.571908,0.284587,114,11,9,,12,3,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,1,BUKASA,KAIROS PRIMARY SCHOOL,Primary only,130408,1999,Private,32.62827,0.29294,16,32.62827,0.29294,248,10,10,,13,8,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,4,LUBAGA,SHEEHAN STANDARD P.S.,Primary only,130209,1999,Private,32.547193,0.300567,8,32.547193,0.300567,248,7,7,,9,4,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,BUSEGA PRIMARY SCHOOL,Primary only,130175,1999,Private,32.527882,0.304875,5,32.527882,0.304875,377,7,7,,13,4,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,14,MENGO,CITY PARENTS SCHOOL,Primary only,999999,1999,Private,32.563812,0.306303,14,32.563812,0.306303,2498,49,49,,,18,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,11,KISUGU,BANUNULE PRIMARY SCHOOL,Primary only,3215,1999,Private,32.60527,0.306715,9,32.60527,0.306715,142,7,7,,7,7,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,12,NATEETE,NATEETE JUNIOR PRIMARY SCHOOL,Primary only,999999,1999,Private,32.535867,0.310597,10,32.535867,0.310597,359,15,13,2,21,8,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,HOPE PRIMARYSCHOOL - MASANAFU,Primary only,130762,1999,Private,32.534978,0.328753,20,32.534978,0.328753,180,7,7,,12,4,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,KASUBI CHILDREN’S CENTRE PRIMARY SCHOOL,Primary only,130996,1999,Private,32.559982,0.331895,9,32.559982,0.331895,430,9,9,,15,3,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,12,KOLOLO III,KABOJJA JR SCHOOL,Primary only,3103,1999,Private,32.586728,0.33371,11,32.586728,0.33371,2206,49,49,,,53,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,5,KAMWOKYA II,KCC KAMWOKYA,Primary only,3085,1999,Government aided,32.587928,0.343443,13,32.587928,0.343443,1753,25,22,3,41,11,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,3,BUKOTO I,KISUULE P.S,Primary only,130115,1999,Private,32.5955,0.351117,11,32.5955,0.351117,233,9,7,2,25,16,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,13,MAKERERE III,NIYYAT  PRIMARY SCHOOL,Primary only,130465,1999,Private,32.566412,0.351803,5,32.566412,0.351803,151,7,7,,10,6,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,WINSTON P.S,Primary only,130014,1999,Private,32.566013,0.358817,8,32.566013,0.358817,477,15,10,5,31,12,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,7,KAZO ANGOLA,NEW TOP HILL SCHOOL,Primary only,130056,1999,Private,32.55607,0.3631,12,32.55607,0.3631,101,9,7,,7,1,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,8,KIKAAYA,KAMPALA QUALITY P.S,Primary only,130060,1999,Private,32.592251,0.364641,25,32.592251,0.364641,1109,31,31,,71,23,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,6,KAWEMPE II,BRIGHT FUTURE CHILDRENS CENTRE,Primary only,999999,1999,Private,32.558925,0.383397,13,32.558925,0.383397,437,7,7,,9,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,17,NAGURU I,NOBLES JUNIOR SCHOOL (PRIMARY),Primary only,999999,1999,Private,32.605692,0.33409,7,0.33408,32.60575,189,2,1,,11,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,13,LUWAFU,LUWAFU JUNIOR SCHOOL,Primary only,130107,2000,Private,32.595193,0.269985,17,32.595193,0.269985,201,7,7,,12,9,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,MAKINDYE JUNIOR SCHOOL,Primary only,999999,2000,Private,32.586417,0.282798,11,32.586417,0.282798,486,26,22,4,37,16,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,KIRO NDEEBA PRIMARY SCH,Primary only,130449,2000,Private,32.564851,0.291741,25,32.564851,0.291741,273,12,9,3,19,4,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,9,KIBUYE I,SHEPHERDS GRAMMR PRIMARY SCHOOL,Primary only,130101,2000,Private,,,,32.57582,0.29183,135,10,6,,15,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,11,LUZIRA,HAPPY HOURS INFANT P.S,Primary only,130605,2000,Private,32.644038,0.30255,8,32.644038,0.30255,84,9,7,,7,3,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,12,NATEETE,RISE AND SHINE NUR & PRI SCH,Primary only,130766,2000,Private,32.538172,0.303378,6,32.538172,0.303378,93,10,5,,11,2,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,1,BUKESA,PEACE PRIMARY SCHOOL,Primary only,999999,2000,Private,32.563277,0.32415,6,32.563277,0.32415,130,4,4,,8,4,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,RESTORATION PRIMARY SCHOOL,Primary only,999999,2000,Private,32.558502,0.326583,10,32.558502,0.326583,224,7,,,11,11,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,KAWAALA P.S,Primary only,130334,2000,Private,32.55439,0.338395,11,32.55439,0.338395,389,18,18,,27,10,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,5,KAMWOKYA II,SR. MIRIAM DUGGAN PRIMARY SCHOOL,Primary only,130689,2000,Private,32.587518,0.344948,14,32.587518,0.344948,179,7,7,,10,5,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,10,KYEBANDO,BRIGHT CHILDREN P.S,Primary only,130365,2000,Private,32.580143,0.352615,6,32.580143,0.352615,327,7,7,,11,6,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,LITTLE STARS P.S,Primary only,130467,2000,Private,32.558067,0.354695,10,32.558067,0.354695,270,10,3,2,16,7,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,5,KAWEMPE I,KAWEMPE MODERN P.S,Primary only,999999,2000,Private,32.563295,0.375075,7,32.563295,0.375075,247,11,7,4,18,11,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,SEERS P.S - KISAASI,Primary only,130841,2000,Private,32.597628,0.38236,5,32.597628,0.38236,149,7,7,,15,8,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,12,LUKULI,SANKARA JUNIOR SCHOOL,Primary only,130572,2001,Private,32.60471,0.278085,9,32.60471,0.278085,173,7,7,,14,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,ST. MBUGA PRIMARY SCHOOL,Primary only,130794,2001,Private,32.587585,0.28983,7,32.587585,0.28983,482,16,2,,24,14,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,11,LUZIRA,DADE P/S,Primary only,999999,2001,Private,32.64264,0.307853,6,32.64264,0.307853,163,6,5,1,10,8,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,11,LUZIRA,LUZIRA HILL PARENTS P.S,Primary only,999999,2001,Private,32.642422,0.308983,5,32.642422,0.308983,136,7,7,,11,2,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,KING FAHAD ISLAMIC P.S,Primary only,130261,2001,Private,32.528581,0.309242,10,32.528581,0.309242,868,35,28,7,24,11,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,14,MENGO,GRACE OF LORD INFANT SCHOOL,Primary only,999999,2001,Private,,,,32.56494,0.30928,332,7,7,,10,2,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,11,KISUGU,KISUGU CENTRAL PRIMARY SCHOOL,Primary only,130251,2001,Private,32.607563,0.312563,6,32.607563,0.312563,142,7,4,2,9,1,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,MUTUNGO VICTORY P.S,Primary only,130884,2001,Private,32.649957,0.326892,6,32.649957,0.326892,161,8,8,,10,2,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,MAKINDYE CITZEN PRIMARY SCHOOL,Primary only,130329,2002,Private,32.595253,0.26507,11,32.595253,0.26507,536,20,13,5,20,16,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,MUSTARD SEED P.S,Primary only,130681,2002,Private,32.56298,0.277717,15,32.56298,0.277717,162,8,7,1,11,11,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,7,MUTUNDWE,NEW KITEBI MODEL SCHOOL,Primary only,130272,2002,Private,,,,32.54623,0.28226,220,9,9,,13,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,15,MAKINDYE II,WINNERS' P.S,Primary only,130255,2002,Private,32.57601,0.282723,5,32.57601,0.282723,9,7,4,3,4,3,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,1,BUKASA,EVER INCREASING CHILDREN'S CENTRE PRIMARY,Primary only,999999,2002,Private,32.629742,0.29167,7,32.629742,0.29167,90,7,7,,9,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,5,BUTABIKA,GOOD HOPE INFANT P.S.,Primary only,3296,2002,Private,32.65154,0.306527,20,32.65154,0.306527,36,7,5,,6,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,ELYON KINDERGARTEN & P.S,Primary only,130743,2002,Private,32.649012,0.319538,8,32.649012,0.319538,551,11,11,,33,25,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,NAMIREMBE PARENTS P.S,Primary only,999999,2002,Private,32.557615,0.321677,11,32.557615,0.321677,1331,28,28,,62,41,record
